,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Seating_Capacity,Seats_Material,Type,Audiosystem,Bluetooth,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Handbrake,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Parking_Assistance,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Kerb_Weight
70,Maruti Suzuki,Ignis,Alpha 1.2 Amt,713898,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,AMT,CD/MP3/DVD Player with USB & Aux-in,Yes,260.0,Yes,Yes,No,Manual,"Heater, Fully automatic climate control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,860
71,Maruti Suzuki,Ignis,Alpha 1.2 Mt,666898,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,260.0,Yes,Yes,No,Manual,"Heater, Fully automatic climate control",Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,860
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,607841,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,AMT,CD Player with USB & Aux-in,Yes,260.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,825
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,560841,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,260.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,825
74,Maruti Suzuki,Ignis,Sigma 1.2 Mt,483320,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,Only Front Windows,No,No,81.838,5,Fabric,Manual,No,No,260.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,825
75,Maruti Suzuki,Ignis,Zeta 1.2 Amt,630320,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,AMT,CD/MP3/DVD Player with USB & Aux-in,Yes,260.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
76,Maruti Suzuki,Ignis,Zeta 1.2 Mt,583320,1197.0,4,BS IV,Injection,32.0,Petrol,1595.0,3700.0,1690.0,Hatchback,20.89,5,180.0,Electric Power,All Windows,No,Remote,81.838,5,Fabric,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,260.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
77,Renault,Triber,Rxe,495000,999.0,3,BS VI,Injection,40.0,Petrol,1643.0,3990.0,1739.0,MUV,20.5,5,182.0,Electric Power,Only Front Windows,No,No,70.992,7,Fabric,Manual,No,No,625.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,947
78,Renault,Triber,Rxl,559000,999.0,3,BS VI,Injection,40.0,Petrol,1643.0,3990.0,1739.0,MUV,20.5,5,182.0,Electric Power,Only Front Windows,No,Remote,70.992,7,Fabric,Manual,USB & Aux-in,Yes,625.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,No,Rear sensors,No,Manual Adjustment,947
79,Renault,Triber,Rxt,609000,999.0,3,BS VI,Injection,40.0,Petrol,1643.0,3990.0,1739.0,MUV,20.5,5,182.0,Electric Power,All Windows,No,Remote,70.992,7,Fabric,Manual,USB & Aux-in,Yes,625.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,No,Rear sensors,No,Manual Adjustment,947
80,Renault,Triber,Rxz,663000,999.0,3,BS VI,Injection,40.0,Petrol,1643.0,3990.0,1739.0,MUV,20.5,5,182.0,Electric Power,All Windows,No,Smart Key,70.992,7,Fabric,Manual,USB & Aux-in,Yes,625.0,Yes,Yes,No,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,No,Rear sensors with camera,No,Manual Adjustment,947
81,Premier,Rio,Gx,506000,1173.0,4,BS IV,Injection,46.0,Petrol,1730.0,3970.0,1570.0,SUV,16.0,5,200.0,Yes,Only Front Windows,No,Yes,75.5276,5,Fabric,Manual,No,No,454.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,No,Yes,No,Yes,Yes,No,No,Manual Adjustment,1080
82,Premier,Rio,Ex,568623,1489.0,4,BS IV,Injection,46.0,Diesel,1730.0,3970.0,1570.0,SUV,16.0,5,200.0,Hydraulic Power,Only Front Windows,No,No,63.104,5,Fabric,Manual,No,No,454.0,No,Yes,No,Manual,No,No,No,No,No,No,Rear sensors with camera,No,Manual Adjustment,1145
83,Premier,Rio,Glx,670000,1173.0,4,BS IV,Injection,46.0,Petrol,1730.0,3970.0,1570.0,SUV,16.0,5,200.0,Yes,Only Front Windows,No,Yes,75.5276,5,Fabric,Manual,CD/MP3 Player,No,454.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,No,Yes,Yes,Yes,No,No,No,Manual Adjustment,1080
84,Premier,Rio,Dx,603000,1489.0,4,BS IV,Injection,46.0,Diesel,1730.0,3970.0,1570.0,SUV,16.0,5,200.0,Yes,Only Front Windows,No,Yes,63.104,5,Fabric,Manual,No,No,454.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,No,Yes,Yes,Yes,No,No,No,Manual Adjustment,1145
85,Premier,Rio,Lx,739000,1489.0,4,BS IV,Injection,46.0,Diesel,1730.0,3970.0,1570.0,SUV,16.0,5,200.0,Yes,Only Front Windows,No,Yes,63.104,5,Fabric,Manual,CD/MP3 Player,No,454.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,No,Yes,No,Yes,No,No,No,Manual Adjustment,1145
86,Premier,Rio,Crdi4,739000,1248.0,4,BS IV,Injection,46.0,Diesel,1730.0,3970.0,1570.0,SUV,23.7,5,200.0,Yes,Only Front Windows,No,Remote,70.992,5,Fabric,Manual,CD/MP3 Player,No,454.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,No,Yes,No,Yes,No,No,No,Manual Adjustment,1145
87,Toyota,Etios Liva,G,520300,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,No,No,251.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
88,Toyota,Etios Liva,V,581000,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,No,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
89,Toyota,Etios Liva,Gd,647800,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,No,No,251.0,No,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
90,Toyota,Etios Liva,Vx,630000,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,895
91,Toyota,Etios Liva,Vxd,745000,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,DVD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,895
92,Toyota,Etios Liva,Vd,704000,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
93,Toyota,Etios Liva,Dual Tone V,597700,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,No,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
94,Toyota,Etios Liva,Dual Tone Vd,720700,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
95,Toyota,Etios Liva,Dual Tone Vx,641700,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,895
96,Toyota,Etios Liva,Dual Tone Vxd,756700,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,DVD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,895
97,Toyota,Etios Liva,Gx,558400,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,No,78.88,5,Fabric,Manual,No,No,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
98,Toyota,Etios Liva,Gxd,686000,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,No,No,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,895
99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,1197.0,4,BS IV,Injection,45.0,Petrol,1510.0,3884.0,1695.0,Hatchback,18.16,5,170.0,Electric Power,All Windows,No,Remote,78.88,5,Fabric,Manual,USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,895
100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,1364.0,4,BS IV,Injection,45.0,Diesel,1510.0,3884.0,1695.0,Hatchback,23.59,5,170.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,DVD Player with USB & Aux-in,Yes,251.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,895
101,Nissan,Micra Active,Xl,525021,1198.0,3,BS IV,Injection,41.0,Petrol,1530.0,3801.0,1665.0,Hatchback,18.97,5,154.0,Electric Power,Only Front Windows,No,No,67.048,5,Fabric,Manual,No,No,251.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,No,No,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
102,Nissan,Micra Active,Xv,599950,1198.0,3,BS IV,Injection,41.0,Petrol,1530.0,3801.0,1665.0,Hatchback,19.49,5,154.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,No,251.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
103,Nissan,Micra Active,Xl (O),563133,1198.0,3,BS IV,Injection,41.0,Petrol,1530.0,3801.0,1665.0,Hatchback,18.97,5,154.0,Electric Power,All Windows,No,Remote,67.048,5,Fabric,Manual,CD Player with USB & Aux-in,No,251.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,No,No,Yes,Rear sensors,No,Manual Adjustment,990.467868338558
104,Tata,Bolt,Xt Diesel,787980,1248.0,4,BS IV,Injection,44.0,Diesel,1562.0,3825.0,1695.0,Hatchback,22.95,5,165.0,Electric Power,All Windows,No,Yes,73.95,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,210.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1132
105,Tata,Bolt,Xe Diesel,661111,1248.0,4,BS IV,Injection,44.0,Diesel,1562.0,3825.0,1695.0,Hatchback,22.95,5,165.0,Electric Power,No,No,No,73.95,5,Fabric,Manual,No,No,210.0,Yes,Yes,No,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1132
106,Tata,Bolt,Xm Diesel,693798,1248.0,4,BS IV,Injection,44.0,Diesel,1562.0,3825.0,1695.0,Hatchback,22.95,5,165.0,Electric Power,All Windows,No,No,73.95,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,210.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Electric Adjustment with Memory,1132
107,Tata,Bolt,Xms Diesel,719661,1248.0,4,BS IV,Injection,44.0,Diesel,1562.0,3825.0,1695.0,Hatchback,22.95,5,165.0,Electric Power,All Windows,No,No,73.95,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,210.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1132
108,Tata,Bolt,Xt Petrol,674960,1193.0,4,BS IV,Injection,44.0,Petrol,1562.0,3825.0,1695.0,Hatchback,17.57,5,165.0,Electric Power,All Windows,No,Yes,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,210.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,No,No,Electric Adjustment,1095
109,Tata,Bolt,Xe Petrol,529035,1193.0,4,BS IV,Injection,44.0,Petrol,1562.0,3825.0,1695.0,Hatchback,17.57,5,165.0,Electric Power,No,No,No,88.74,5,Fabric,Manual,No,No,210.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1095
110,Tata,Bolt,Xm Petrol,590268,1193.0,4,BS IV,Injection,44.0,Petrol,1562.0,3825.0,1695.0,Hatchback,17.57,5,165.0,Electric Power,All Windows,No,No,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,210.0,No,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1095
111,Tata,Bolt,Xms Petrol,614515,1193.0,4,BS IV,Injection,44.0,Petrol,1562.0,3825.0,1695.0,Hatchback,17.57,5,165.0,Electric Power,All Windows,No,No,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,210.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1095
112,Hyundai,Xcent Prime,Cng T + (Cng +,556130,1197.0,4,BS IV,Injection,43.0,CNG + Petrol,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,Only Front Windows,No,No,81.838,5,Fabric,Manual,No,No,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,No,Yes,No,No,Manual Adjustment,1100
113,Hyundai,Xcent Prime,T,536859,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,15.7,5,165.0,Electric Power,No,No,No,81.838,5,Fabric,Manual,No,No,407.0,No,Yes,Yes,Manual,Yes,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1100
114,Hyundai,Xcent Prime,T+,556130,1197.0,4,BS IV,Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,Only Front Windows,No,No,81.838,5,Fabric,Manual,No,No,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,No,Yes,No,No,Manual Adjustment,1100
115,Hyundai,Xcent Prime,Cng T (Cng +,536859,1197.0,4,BS IV,Injection,43.0,CNG + Petrol,1520.0,3995.0,1660.0,Sedan,19.90211704,5,165.0,Electric Power,Only Front Windows,No,No,81.8,5,Fabric,Manual,No,No,407.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,No,Yes,No,No,Manual Adjustment,1100
116,Hyundai,Xcent Prime,T+ Crdi,639616,1197.0,4,BS IV,Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,20.14,5,165.0,Electric Power,Only Front Windows,No,No,70.0,5,Fabric,Manual,No,No,407.0,No,Yes,Yes,Manual,Yes,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1100
117,Hyundai,Xcent Prime,T Crdi,620297,1197.0,4,BS IV,Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,20.0,5,165.0,Electric Power,Only Front Windows,No,No,70.006,5,Fabric,Manual,No,No,407.0,No,Yes,Yes,Manual,Yes,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1100
118,Maruti Suzuki,Dzire Tour,Ldi,653523,1248.0,4,BS IV,Injection,42.0,Diesel,1555.0,3995.0,1695.0,Sedan,28.4,5,170.0,Electric Power,Only Front Windows,No,Remote,73.95,5,Fabric,Manual,No,No,320.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,1045
119,Maruti Suzuki,Dzire Tour,Lxi,553423,1197.0,4,BS IV,Injection,42.0,Petrol,1555.0,3995.0,1695.0,Sedan,22.0,5,170.0,Electric Power,No,No,No,81.838,5,Fabric,Manual,No,No,316.0,No,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,935
120,Maruti Suzuki,Dzire Tour,Lxi Cng,598940,1197.0,4,BS IV,Injection,42.0,CNG,1555.0,3995.0,1695.0,Sedan,19.90211704,5,170.0,Electric Power,No,No,No,69.0,5,Fabric,Manual,No,No,316.0,No,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,No,No,Manual Adjustment,935
121,Hyundai,Elite I20,Era 1.2,559693,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3995.0,1710.0,Hatchback,18.6,5,165.0,Electric Power,Only Front Windows,No,No,82.824,5,Fabric,Manual,No,No,285.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1066
122,Hyundai,Elite I20,Era 1.4 Crdi,697803,1396.0,4,BS IV,Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,22.54,6,170.0,Electric Power,Only Front Windows,No,No,88.74,5,Fabric,Manual,No,No,285.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,1510
123,Hyundai,Elite I20,Magna Plus,634950,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,18.6,5,170.0,Electric Power,All Windows,No,Remote,82.824,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,1058
124,Hyundai,Elite I20,Magna Plus Crdi,770803,1396.0,4,BS IV,Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,22.54,6,170.0,Electric Power,All Windows,No,Remote,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors,No,Manual Adjustment,1510
125,Hyundai,Elite I20,Sportz Plus,721693,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,18.6,5,170.0,Electric Power,All Windows,No,Remote,82.824,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1060
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,1396.0,4,BS IV,Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,22.54,6,170.0,Electric Power,All Windows,No,Remote,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1515
127,Hyundai,Elite I20,Asta (O) 1.2,808993,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3995.0,1734.0,Hatchback,18.15,5,170.0,Electric Power,All Windows,No,Smart Key,82.824,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,No,Yes,Rear sensors with camera,No,Manual Adjustment,1515
128,Hyundai,Elite I20,Asta (O) Crdi,934003,1396.0,4,BS IV,Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,22.54,6,170.0,Electric Power,All Windows,No,Smart Key,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,No,Yes,Rear sensors with camera,No,Manual Adjustment,1515
129,Hyundai,Elite I20,Asta (O) Cvt,920993,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,18.6,5,170.0,Electric Power,All Windows,No,Smart Key,81.838,5,Fabric,Automatic,CD Player with USB & Aux-in,Yes,285.0,Yes,No,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,No,Yes,Rear sensors with camera,No,Manual Adjustment,1066
130,Hyundai,Elite I20,Sportz Plus Dual Tone,751693,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,18.6,5,170.0,Electric Power,All Windows,No,Remote,82.824,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1060
131,Hyundai,Elite I20,Sportz Plus Cvt,831693,1197.0,4,BS IV,Injection,45.0,Petrol,1505.0,3985.0,1734.0,Hatchback,18.6,5,170.0,Electric Power,All Windows,No,Remote,82.824,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1060
132,Hyundai,Elite I20,Sportz Plus Crdi,846103,1396.0,4,BS IV,Injection,45.0,Diesel,1505.0,3985.0,1734.0,Hatchback,22.54,6,170.0,Electric Power,All Windows,No,Remote,88.74,5,Fabric,Manual,CD Player with USB & Aux-in,Yes,285.0,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,1515
133,Hyundai,Aura,E 1.2 Petrol,579900,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,20.5,5,165.0,Electric Power,Only Front Windows,No,No,81.838,5,Fabric,Manual,No,No,390.3198637,No,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,No,Yes,No,Rear sensors,No,Manual Adjustment,990.467868338558
134,Hyundai,Aura,S 1.2 Petrol,655900,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,20.5,5,165.0,Electric Power,Only Front Windows,No,Yes,81.838,5,Fabric,Manual,USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,No,Yes,No,Rear sensors,No,Manual Adjustment,990.467868338558
135,Hyundai,Aura,S 1.2 Amt Petrol,705800,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,20.1,5,165.0,Electric Power,Only Front Windows,No,Yes,81.838,5,Fabric,Automatic,USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,No,Yes,No,Rear sensors,No,Manual Adjustment,990.467868338558
136,Hyundai,Aura,Sx 1.2 Petrol,729900,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,20.5,5,165.0,Electric Power,All Windows,No,Smart Key,81.838,5,Fabric,Manual,USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,990.467868338558
137,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,804800,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,20.1,5,165.0,Electric Power,All Windows,No,Yes,81.838,5,Fabric,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,Yes,Rear sensors with camera,No,Manual Adjustment,990.467868338558
138,Hyundai,Aura,Sx (O) 1.2 Petrol,785900,1197.0,4,BS VI,Injection,37.0,Petrol,1520.0,3995.0,1680.0,Sedan,20.5,5,165.0,Electric Power,All Windows,No,Smart Key,81.838,5,Leather,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,390.3198637,Yes,Yes,Yes,Manual,Fully automatic climate control,Yes,Yes,Yes,Yes,No,Rear sensors with camera,No,Manual Adjustment,990.467868338558
